Date,Category,Net worth,Assets,Real estate,Consumer durables,Corporate equities and mutual fund shares,Pension entitlements,Private businesses,Other assets,Liabilities,Home mortgages,Consumer credit,Other liabilities
1989:Q3,pct99to100,3506661,3648968,535568,266171,737076,317720,835337,957096,142307,90869,26141,25297
1989:Q3,pct80to99,8881595,10366134,3026434,693326,909468,2088491,1435340,2213075,1484540,1151198,245477,87865
1989:Q3,pct60to80,3409858,4254815,1416899,438030,223047,1022624,278298,875917,844956,571597,249456,23903
1989:Q3,pct40to60,2506203,2931970,999470,250976,118298,669703,245229,648293,425767,259056,160147,6564
1989:Q3,pct20to40,1517471,1706905,669344,172205,40742,275437,127819,421358,189434,113475,70138,5821
1989:Q3,pct00to20,586789,650220,243228,75641,23117,111799,47603,148833,63431,24496,32847,6088
1989:Q4,pct99to100,3593060,3741443,573691,270453,742769,326387,847979,980164,148383,96669,25490,26224
1989:Q4,pct80to99,9086487,10591182,3094649,698794,946854,2153666,1440512,2256707,1504695,1168758,250079,85858
1989:Q4,pct60to80,3474548,4340355,1434894,442082,227950,1058531,284464,892434,865807,585248,256489,24070
1989:Q4,pct40to60,2520833,2962232,997089,256254,126034,674526,247921,660407,441399,267759,166097,7543
1989:Q4,pct20to40,1523624,1722854,663125,177932,44971,286820,120819,429187,199230,115677,77743,5810
1989:Q4,pct00to20,593292,658858,230868,80259,24973,114191,55135,153432,65566,26004,33386,6176
1990:Q1,pct99to100,3565384,3722513,571751,265544,679237,333806,865979,1006196,157128,104492,23291,29345
1990:Q1,pct80to99,9101080,10633731,3081432,714827,901276,2219684,1438053,2278459,1532652,1198748,246814,87090
1990:Q1,pct60to80,3500226,4373490,1449217,450251,217979,1064092,293461,898490,873263,603155,246047,24061
1990:Q1,pct40to60,2547206,2997621,1009343,269663,125441,670260,251965,670950,450415,279583,162381,8451
1990:Q1,pct20to40,1551731,1753741,679840,182860,46337,290562,120504,433638,202010,119508,76478,6024
1990:Q1,pct00to20,625426,697876,257279,83986,24395,114795,57665,159757,72450,29426,37310,5714
1990:Q2,pct99to100,3670342,3835122,603587,269666,710864,349691,870319,1030996,164781,111843,22240,30698
1990:Q2,pct80to99,9205551,10761670,3127723,719211,921026,2276856,1438451,2278403,1556119,1223062,247411,85646
1990:Q2,pct60to80,3534697,4420107,1456795,453525,230356,1078444,299576,901411,885410,616005,245462,23943
1990:Q2,pct40to60,2556721,3019278,1001679,273782,127581,677951,256702,681582,462557,289016,164313,9228
1990:Q2,pct20to40,1560374,1769795,671501,188405,51325,298388,121571,438605,209421,122866,80487,6068
1990:Q2,pct00to20,624404,701302,244482,87922,23401,118501,62436,164560,76897,32619,38797,5481
1990:Q3,pct99to100,3549720,3717415,594084,259799,548934,352535,884251,1077812,167695,118065,21223,28407
1990:Q3,pct80to99,9151268,10722473,3100786,731096,780957,2368723,1440732,2300179,1571205,1241885,249701,79619
1990:Q3,pct60to80,3496590,4397482,1471593,457851,197536,1055564,305348,909590,900892,629123,247702,24067
1990:Q3,pct40to60,2568193,3044005,1017846,286322,119083,661966,259282,699507,475812,297775,167709,10328
1990:Q3,pct20to40,1574890,1791948,693600,190850,48355,296104,118400,444639,217058,125337,85820,5901
1990:Q3,pct00to20,663397,743789,280043,90328,21270,116570,63723,171856,80392,34551,40147,5694
1990:Q4,pct99to100,3670943,3845404,595571,255525,610607,359220,919002,1105479,174462,122966,19809,31687
1990:Q4,pct80to99,9318076,10905725,3076490,741472,888716,2402800,1431471,2364776,1587650,1254640,252322,80688
1990:Q4,pct60to80,3601914,4518966,1479210,462360,215452,1112383,315213,934348,917052,643781,249133,24138
1990:Q4,pct40to60,2599749,3087484,1020221,293938,134538,667921,259168,711698,487736,306242,170422,11072
1990:Q4,pct20to40,1596273,1819385,700804,194447,55565,308910,109544,450115,223112,126739,90407,5966
1990:Q4,pct00to20,679116,761637,288156,91378,25218,118824,60266,177795,82521,34887,42297,5337
1991:Q1,pct99to100,3793600,3972531,610120,258192,703463,365600,945078,1090077,178930,127998,17347,33585
1991:Q1,pct80to99,9523324,11118601,3092281,748899,1045504,2403635,1408669,2419613,1595276,1266596,248374,80306
1991:Q1,pct60to80,3725422,4643340,1472845,466995,239433,1193956,324882,945230,917918,656851,236664,24403
1991:Q1,pct40to60,2624549,3116373,1013730,299061,155737,681186,258246,708413,491824,314142,165322,12360
1991:Q1,pct20to40,1621448,1843542,699789,200297,64407,328704,98902,451443,222093,128164,87686,6243
1991:Q1,pct00to20,692868,780149,297356,94385,31144,122977,57508,176779,87280,35401,46814,5065
1991:Q2,pct99to100,3778124,3963899,615567,254246,687773,377624,936575,1092114,185775,135342,15983,34450
1991:Q2,pct80to99,9522849,11139382,3090855,754954,1038060,2456819,1400403,2398292,1616534,1290765,247692,78077
1991:Q2,pct60to80,3728866,4656373,1475699,469069,241048,1203427,328743,938387,927508,670275,233064,24169
1991:Q2,pct40to60,2639646,3141925,1016215,305546,157658,687827,261794,712886,502279,323778,165517,12984
1991:Q2,pct20to40,1640716,1868378,707739,203634,68102,341160,96596,451146,227661,131475,90075,6111
1991:Q2,pct00to20,721322,813505,315876,96258,30687,127376,63676,179633,92184,38479,48976,4729
1991:Q3,pct99to100,3817318,4015530,609466,244530,740100,390562,938247,1092625,198212,141797,15441,40974
1991:Q3,pct80to99,9571621,11201584,3064064,767988,1108181,2494249,1366951,2400151,1629963,1301361,245866,82736
1991:Q3,pct60to80,3818028,4740599,1495372,473679,257646,1237150,338714,938039,922571,668711,230536,23324
1991:Q3,pct40to60,2690485,3197241,1031871,315356,167091,701108,265584,716232,506756,326693,167049,13014
1991:Q3,pct20to40,1684123,1918421,727852,206041,75140,358636,97476,453276,234298,133874,94135,6289
1991:Q3,pct00to20,755875,850751,343139,95849,32243,133087,64111,182322,94876,41531,49473,3872
1991:Q4,pct99to100,3981374,4193329,615184,240811,894862,398165,950198,1094109,211955,149275,14825,47855
1991:Q4,pct80to99,9798541,11457747,3075840,774613,1305978,2527018,1324524,2449775,1659207,1323792,247057,88358
1991:Q4,pct60to80,3927827,4860624,1499309,475901,295110,1302058,350922,937324,932798,677419,232589,22790
1991:Q4,pct40to60,2726740,3245323,1038276,320359,189305,710252,267451,719680,518583,334489,170879,13215
1991:Q4,pct20to40,1710444,1954547,739691,209421,86894,374186,93769,450586,244103,137282,100237,6584
1991:Q4,pct00to20,786572,884643,372248,96284,37780,136159,62585,179587,98072,45098,49995,2979
1992:Q1,pct99to100,3971583,4191208,645249,240057,850641,404965,963416,1086880,219625,157603,13911,48111
1992:Q1,pct80to99,9853129,11522632,3124600,776549,1290148,2623151,1305783,2402401,1669502,1345074,239943,84485
1992:Q1,pct60to80,3963683,4881514,1514840,476423,290320,1316894,358438,924599,917831,674872,220550,22409
1992:Q1,pct40to60,2719899,3240147,1037943,325359,192680,701740,268636,713789,520248,338297,167525,14426
1992:Q1,pct20to40,1701250,1949365,738447,213866,89933,373733,88570,444815,248115,141381,100008,6726
1992:Q1,pct00to20,776452,881596,370303,99841,38238,134531,59216,179468,105145,50494,51416,3235
1992:Q2,pct99to100,3974110,4205591,666607,237949,843118,418852,959791,1079273,231481,164842,13442,53197
1992:Q2,pct80to99,9917063,11602784,3142229,782393,1289365,2714587,1289637,2384574,1685721,1361359,237078,87284
1992:Q2,pct60to80,4000367,4912450,1527843,478929,294469,1335045,364194,911970,912083,673465,216859,21759
1992:Q2,pct40to60,2730777,3256333,1036283,332197,195229,704703,272004,715917,525556,341818,168908,14830
1992:Q2,pct20to40,1706366,1962265,737866,218693,94698,379285,86372,445351,255898,144609,104305,6984
1992:Q2,pct00to20,772641,881755,365761,102918,37710,136361,61548,177456,109114,54601,51740,2773
1992:Q3,pct99to100,4012400,4251216,652392,224105,878617,430812,978945,1086345,238816,171687,12349,54780
1992:Q3,pct80to99,10015434,11722135,3117471,797409,1348808,2801897,1264040,2392510,1706701,1382745,238134,85822
1992:Q3,pct60to80,4078801,5003225,1548986,483609,307157,1371744,375336,916392,924424,685554,217247,21623
1992:Q3,pct40to60,2776781,3314592,1060977,344079,204336,709624,274362,721215,537811,350530,171641,15640
1992:Q3,pct20to40,1742619,2006498,768437,220554,101532,388193,82753,445030,263880,147574,109374,6932
1992:Q3,pct00to20,820696,933647,415724,101787,39359,138305,58179,180293,112951,57237,53189,2525
1992:Q4,pct99to100,4176185,4416504,659831,226942,1018794,433090,973822,1104025,240319,174095,12571,53653
1992:Q4,pct80to99,10256863,11987181,3130776,805204,1516246,2890606,1245719,2398629,1730318,1396822,247976,85520
1992:Q4,pct60to80,4201137,5146002,1577977,491269,342510,1423722,379811,930713,944865,699987,222431,22447
1992:Q4,pct40to60,2806636,3353783,1072578,345553,219816,724822,271822,719192,547147,355605,175649,15893
1992:Q4,pct20to40,1773794,2047328,780105,221825,111045,395424,88973,449956,273534,153895,111292,8347
1992:Q4,pct00to20,832814,950475,418689,102462,44297,138571,68322,178134,117660,59949,54850,2861
1993:Q1,pct99to100,4349586,4593039,710547,246942,1061956,441125,1003428,1129041,243454,175116,11864,56474
1993:Q1,pct80to99,10419010,12157033,3206192,795576,1569840,2935422,1256612,2393390,1738022,1397746,249903,90373
1993:Q1,pct60to80,4239038,5178209,1574876,493009,358295,1453614,384348,914067,939171,704815,211437,22919
1993:Q1,pct40to60,2791351,3333378,1042951,336390,224628,754070,267100,708238,542027,355836,170616,15575
1993:Q1,pct20to40,1776406,2049789,749054,226530,116364,415319,92275,450247,273383,158931,104528,9924
1993:Q1,pct00to20,787957,911405,364330,107952,45960,145383,70437,177343,123448,61744,58914,2790
1993:Q2,pct99to100,4376878,4621095,709662,247295,1072413,442640,1010710,1138375,244216,177689,11503,55024
1993:Q2,pct80to99,10501030,12263616,3212639,807098,1606833,2991569,1262193,2383284,1762586,1414733,258224,89629
1993:Q2,pct60to80,4291388,5250265,1604479,502358,366490,1476432,386837,913670,958877,723087,212017,23773
1993:Q2,pct40to60,2819906,3369832,1060753,341855,229789,769823,263651,703961,549926,362560,171652,15714
1993:Q2,pct20to40,1814871,2094809,768406,228075,120218,426309,96638,455163,279938,165419,103348,11171
1993:Q2,pct00to20,814125,943487,382555,109571,48210,147974,80507,174670,129362,64340,61918,3104
1993:Q3,pct99to100,4460930,4710112,703093,245850,1132307,446839,1024053,1157970,249182,179373,11197,58612
1993:Q3,pct80to99,10615064,12408394,3206998,820656,1680803,3048341,1276643,2374953,1793330,1427747,269557,96026
1993:Q3,pct60to80,4357948,5344258,1637760,512248,385695,1503165,388429,916961,986310,744206,217624,24480
1993:Q3,pct40to60,2855653,3415801,1082654,347889,236601,789343,259404,699909,560148,369778,175212,15158
1993:Q3,pct20to40,1859272,2147479,792203,229155,126293,438474,99709,461645,288208,171213,104405,12590
1993:Q3,pct00to20,847807,980871,405336,110080,50490,151430,89740,173795,133063,65699,64673,2691
1993:Q4,pct99to100,4585613,4839776,717292,251470,1189511,446732,1048877,1185894,254163,181320,11937,60906
1993:Q4,pct80to99,10775995,12599095,3237670,830437,1765123,3094766,1288045,2383053,1823099,1439149,283642,100308
1993:Q4,pct60to80,4439833,5454830,1665368,521884,403784,1533170,392275,938349,1014997,759055,230890,25052
1993:Q4,pct40to60,2871822,3445031,1091740,352147,245568,802171,254299,699106,573209,374652,183853,14704
1993:Q4,pct20to40,1883493,2185317,800845,232594,132240,446392,101767,471479,301824,177176,110717,13931
1993:Q4,pct00to20,864581,1000054,406236,113546,53727,152662,96905,176978,135472,67826,65130,2516
1994:Q1,pct99to100,4678856,4932230,753787,263754,1109085,448837,1079302,1277465,253374,182137,11047,60190
1994:Q1,pct80to99,10878934,12713133,3300731,829050,1695566,3165607,1314876,2407303,1834199,1443698,289679,100822
1994:Q1,pct60to80,4414129,5440304,1676537,526620,393206,1525378,394831,923732,1026175,774009,225996,26170
1994:Q1,pct40to60,2859357,3434790,1079715,350746,240888,812040,249398,702003,575433,378736,181565,15132
1994:Q1,pct20to40,1881401,2185260,787767,236615,131949,451991,106237,470701,303859,182239,106190,15430
1994:Q1,pct00to20,848180,989106,378298,119252,52894,154372,103672,180617,140926,68650,69399,2877
1994:Q2,pct99to100,4757042,5013277,769199,268727,1088123,461237,1085501,1340491,256236,184643,11651,59942
1994:Q2,pct80to99,10873687,12735467,3328831,838142,1641587,3224537,1352261,2350109,1861780,1458051,301989,101740
1994:Q2,pct60to80,4418577,5469539,1705304,535529,397287,1509523,392921,928976,1050962,788097,235678,27187
1994:Q2,pct40to60,2875105,3462650,1087612,354889,232890,836925,246959,703375,587545,383688,188299,15558
1994:Q2,pct20to40,1916509,2232847,795100,239699,134448,465001,115840,482759,316338,188673,110698,16967
1994:Q2,pct00to20,871086,1016073,374971,122562,49870,161163,117599,189908,144987,71470,70265,3252
1994:Q3,pct99to100,4841803,5099366,763460,268300,1117452,471406,1086161,1392587,257563,187002,12347,58214
1994:Q3,pct80to99,10954180,12842861,3316731,854081,1662315,3281022,1384867,2343845,1888682,1472215,315812,100655
1994:Q3,pct60to80,4469211,5549123,1740586,546844,411170,1526764,388459,935299,1079911,803680,248033,28198
1994:Q3,pct40to60,2909451,3510942,1108118,362048,233264,862229,241952,703331,601491,389119,196425,15947
1994:Q3,pct20to40,1958953,2288839,817410,241744,139261,477961,118958,493505,329886,195021,116504,18361
1994:Q3,pct00to20,910777,1059299,391653,123482,49756,166528,130703,197176,148522,74011,70832,3679
1994:Q4,pct99to100,4957449,5223348,773836,270737,1107685,477160,1091989,1501941,265898,189582,13845,62471
1994:Q4,pct80to99,10975222,12902522,3321537,863368,1630749,3329980,1421120,2335768,1927300,1486765,332982,107553
1994:Q4,pct60to80,4477648,5592202,1774179,554930,417197,1510558,385350,949989,1114554,817256,268377,28921
1994:Q4,pct40to60,2919305,3538256,1117180,366016,228177,873407,237809,715667,618951,393911,209358,15682
1994:Q4,pct20to40,1978154,2326739,826339,243702,142274,480428,126215,507781,348585,201499,127217,19869
1994:Q4,pct00to20,927951,1077731,383527,125412,47828,168727,144352,207885,149781,76927,69389,3465
1995:Q1,pct99to100,5129726,5393210,781308,277171,1208883,493046,1098299,1534503,263484,190579,13338,59567
1995:Q1,pct80to99,11136746,13072290,3331469,874590,1711574,3363873,1449275,2341509,1935543,1490669,339933,104941
1995:Q1,pct60to80,4548410,5673066,1792357,565080,447606,1544230,382473,941319,1124655,828986,265460,30209
1995:Q1,pct40to60,2957036,3578924,1121911,369048,232003,913731,232184,710047,621888,396788,208607,16493
1995:Q1,pct20to40,2033284,2385567,833887,247328,150692,504016,131310,518333,352283,206720,124221,21342
1995:Q1,pct00to20,947644,1102925,385074,127481,48258,178576,156260,207277,155281,78184,72988,4109
1995:Q2,pct99to100,5218174,5482968,744688,272635,1302559,503589,1105166,1554331,264794,192088,13507,59199
1995:Q2,pct80to99,11267668,13229615,3289131,890824,1818933,3412543,1462245,2355939,1961947,1501634,354180,106133
1995:Q2,pct60to80,4642445,5800067,1810279,574846,474471,1601214,383699,955559,1157623,849164,276734,31725
1995:Q2,pct40to60,3011201,3647322,1153740,374230,241370,947150,227815,703017,636120,403355,215525,17240
1995:Q2,pct20to40,2105440,2469495,874781,247117,158510,523164,135873,530049,364054,212594,128540,22920
1995:Q2,pct00to20,1032659,1191185,449662,124667,51197,184930,170205,210525,158526,79467,74640,4419
1995:Q3,pct99to100,5346584,5619680,727646,271855,1415532,511975,1124938,1567733,273095,194671,14306,64118
1995:Q3,pct80to99,11465387,13466457,3279921,902610,1956718,3465026,1477861,2384321,2001070,1517819,369230,114021
1995:Q3,pct60to80,4742189,5932353,1830668,582968,504898,1664995,387128,961696,1190164,866376,291147,32641
1995:Q3,pct40to60,3053176,3704471,1177435,376947,254217,979688,223328,692856,651295,409546,224708,17041
1995:Q3,pct20to40,2157049,2536018,904093,247574,167160,543373,138657,535161,378969,219217,135373,24379
1995:Q3,pct00to20,1099457,1260498,493373,123035,55404,190855,183624,214207,161042,82141,74836,4065
1995:Q4,pct99to100,5517191,5791730,738747,270706,1542454,509568,1152152,1578103,274539,195912,15650,62977
1995:Q4,pct80to99,11781296,13803230,3315871,914102,2114786,3516994,1496127,2445350,2021934,1527520,380393,114021
1995:Q4,pct60to80,4849736,6080432,1847687,586099,535030,1731590,394195,985830,1230695,879974,314724,35997
1995:Q4,pct40to60,3100586,3774448,1187460,382440,266188,1009989,227510,700861,673862,416648,238321,18893
1995:Q4,pct20to40,2193165,2581829,907774,251039,175814,552617,145457,549128,388664,219766,145358,23540
1995:Q4,pct00to20,1104235,1263277,495326,124868,57965,192867,171289,220962,159042,80106,73714,5222
1996:Q1,pct99to100,5592565,5877630,757138,272180,1598073,504031,1158247,1587961,285065,198511,14680,71874
1996:Q1,pct80to99,12061267,14117404,3372576,926381,2223069,3570378,1504943,2520057,2056137,1549451,380406,126280
1996:Q1,pct60to80,4952996,6202912,1863551,590546,549106,1802077,400546,997087,1249916,901749,312030,36137
1996:Q1,pct40to60,3153710,3833841,1195521,388915,276873,1035056,233912,703564,680131,427977,236597,15557
1996:Q1,pct20to40,2232706,2615652,908461,255969,181198,558235,152924,558864,382945,221575,139899,21471
1996:Q1,pct00to20,1104776,1266183,495500,128432,60744,192924,163570,225013,161407,79043,78595,3769
1996:Q2,pct99to100,5644671,5935288,765942,266242,1658282,499569,1149836,1595417,290617,201939,15571,73107
1996:Q2,pct80to99,12238258,14327528,3395192,938941,2315154,3618204,1513753,2546284,2089269,1573225,386748,129296
1996:Q2,pct60to80,5042811,6323848,1901301,592839,565284,1855081,402077,1007266,1281037,916278,325608,39151
1996:Q2,pct40to60,3200613,3899308,1215407,394964,284164,1058185,238459,708129,698695,437046,244924,16725
1996:Q2,pct20to40,2262828,2651939,919227,257587,186914,561163,160423,566625,389111,223802,144830,20479
1996:Q2,pct00to20,1102726,1265609,494479,128258,62038,193009,153561,234265,162883,79370,78898,4615
1996:Q3,pct99to100,5647661,5943234,778864,262831,1647608,496019,1152508,1605404,295573,205671,16452,73450
1996:Q3,pct80to99,12351459,14474243,3430632,952420,2341134,3676836,1521590,2551631,2122785,1599126,392879,130780
1996:Q3,pct60to80,5123032,6434554,1933177,596560,565949,1902411,408519,1027939,1311522,931250,338699,41573
1996:Q3,pct40to60,3245166,3961780,1231645,402488,287149,1083187,245540,711771,716614,446483,253017,17114
1996:Q3,pct20to40,2301406,2696417,926586,260762,189258,566265,173153,580393,395011,226296,149536,19179
1996:Q3,pct00to20,1107658,1272236,492850,130158,62345,193968,145394,247521,164579,80012,79264,5303
1996:Q4,pct99to100,5858433,6160594,812931,267990,1731295,502796,1195553,1650029,302160,208489,17466,76205
1996:Q4,pct80to99,12636483,14791954,3507539,959188,2451222,3733816,1553038,2587151,2155471,1619618,401428,134425
1996:Q4,pct60to80,5232970,6578204,1947748,598370,587692,1985148,413621,1045625,1345233,946824,356070,42339
1996:Q4,pct40to60,3290512,4024790,1229760,403838,295347,1132137,246642,717066,734278,455468,263367,15443
1996:Q4,pct20to40,2330561,2732287,915355,265610,196184,586816,177618,590704,401726,228133,156306,17287
1996:Q4,pct00to20,1092885,1256674,471767,132997,63723,201093,126267,260826,163789,79600,79241,4948
1997:Q1,pct99to100,5884962,6193460,829712,268701,1733779,496882,1237224,1627162,308498,211326,16743,80429
1997:Q1,pct80to99,12858201,15036497,3555741,970119,2484176,3773695,1679745,2573020,2178296,1638458,397812,142026
1997:Q1,pct60to80,5251700,6603279,1961627,601701,591534,2024714,401399,1022304,1351579,958436,347683,45460
1997:Q1,pct40to60,3313565,4051826,1235977,409984,298344,1151842,246767,708912,738261,462879,259182,16200
1997:Q1,pct20to40,2329874,2725213,914996,270068,199155,587511,160223,593260,395339,229890,149093,16356
1997:Q1,pct00to20,1081330,1249937,469109,136526,63892,200712,121312,258385,168606,79484,83662,5460
1997:Q2,pct99to100,6240987,6558765,834986,264961,2088405,517807,1236070,1616536,317778,214567,17270,85941
1997:Q2,pct80to99,13323622,15538171,3587683,983735,2818746,3853184,1695429,2599394,2214549,1661138,402462,150949
1997:Q2,pct60to80,5502225,6879645,1994981,604399,674107,2158698,408457,1039002,1377420,972855,356830,47735
1997:Q2,pct40to60,3413335,4165884,1259139,410533,317648,1217236,256751,704577,752550,471678,264993,15879
1997:Q2,pct20to40,2412025,2810851,930130,271366,219192,606631,176287,607245,398825,232051,151554,15220
1997:Q2,pct00to20,1104788,1274647,482156,132046,66753,208913,118417,266362,169860,79635,84928,5297
1997:Q3,pct99to100,6450767,6780261,831049,260448,2285602,526810,1253004,1623348,329494,219678,17731,92085
1997:Q3,pct80to99,13724691,15989756,3614200,999297,3028140,3958279,1744209,2645631,2265065,1699338,408267,157460
1997:Q3,pct60to80,5657887,7067650,2015278,608620,720747,2255489,410413,1057103,1409763,995683,367460,46620
1997:Q3,pct40to60,3494383,4263509,1282252,416517,331336,1264141,263137,706126,769126,485123,271478,12525
1997:Q3,pct20to40,2472000,2875322,948722,273864,231448,620780,179855,620653,403321,235898,154552,12871
1997:Q3,pct00to20,1144490,1316005,510982,131314,69149,213471,114316,276773,171516,81287,86318,3911
1997:Q4,pct99to100,6601136,6939016,872240,267159,2328492,518312,1294568,1658245,337880,223189,19335,95356
1997:Q4,pct80to99,14004037,16302326,3717687,1005142,3105456,3979667,1821251,2673122,2298289,1719557,414314,164418
1997:Q4,pct60to80,5743074,7176731,2030066,610415,733866,2299845,410739,1091799,1433657,1000689,382538,50430
1997:Q4,pct40to60,3517506,4303062,1280775,419156,338086,1280143,267256,717646,785555,490320,281433,13802
1997:Q4,pct20to40,2475493,2887016,936658,279721,236675,618042,177011,638909,411523,238061,161345,12117
1997:Q4,pct00to20,1137814,1310305,492479,136434,70301,211655,108387,291049,172491,82421,85200,4870
1998:Q1,pct99to100,7089924,7436534,888124,266452,2732948,538830,1330499,1679681,346610,227540,18959,100111
1998:Q1,pct80to99,14720223,17049679,3787304,1020659,3489480,4088595,1913585,2750057,2329456,1747506,409941,172009
1998:Q1,pct60to80,6021343,7458868,2067915,615163,824955,2450303,409051,1091481,1437525,1011056,374014,52455
1998:Q1,pct40to60,3624089,4413267,1306316,421128,360239,1344268,272769,708547,789178,498214,277552,13412
1998:Q1,pct20to40,2539495,2946304,951690,282885,258089,634536,171548,647556,406809,241044,154830,10935
1998:Q1,pct00to20,1158437,1336121,508351,133849,74110,218069,108620,293122,177684,84131,88746,4807
1998:Q2,pct99to100,7190750,7547260,931440,265388,2785304,536806,1297230,1731092,356511,231970,19773,104768
1998:Q2,pct80to99,14993255,17372397,3896461,1033447,3570750,4154545,1911377,2805817,2379142,1781604,419077,178461
1998:Q2,pct60to80,6143568,7622125,2132794,618842,840599,2508370,414914,1106606,1478557,1033962,390906,53689
1998:Q2,pct40to60,3688942,4499843,1331591,427321,366581,1369303,285207,719841,810901,511152,287570,12179
1998:Q2,pct20to40,2575332,2990075,957721,286780,263904,635263,189349,657058,414744,244429,161105,9210
1998:Q2,pct00to20,1158465,1337266,492655,135977,74940,217741,112277,303676,178801,85021,89313,4467
1998:Q3,pct99to100,6823548,7183876,917665,246234,2358383,503061,1315940,1842593,360328,236689,20479,103160
1998:Q3,pct80to99,14778249,17198519,3919172,1054580,3246355,4177277,1971272,2829863,2420270,1816350,425772,178148
1998:Q3,pct60to80,6033183,7547408,2198438,623478,751861,2444696,415192,1113744,1514225,1054180,403517,56528
1998:Q3,pct40to60,3738946,4570287,1387330,446943,353034,1345068,290965,746946,831341,523201,295362,12778
1998:Q3,pct20to40,2591269,3012394,1003079,286766,247688,621668,189400,663794,421125,247990,165383,7752
