Date,Category,Net worth,Assets,Real estate,Consumer durables,Corporate equities and mutual fund shares,Pension entitlements,Private businesses,Other assets,Liabilities,Home mortgages,Consumer credit,Other liabilities
2019:Q2,Next40,29,30.9,43.4,42.1,11.2,42.9,13.4,29.8,43.9,48.7,35.5,26.9
2019:Q2,Bottom50,1.6,5.4,11.4,23.4,0.6,2.8,1.5,4,32,22.3,56.2,33.2
2019:Q3,Top1,30.4,27.3,14.6,13,52.5,5.9,52.2,30.6,5.2,5,1.5,24.4
2019:Q3,Next9,38.8,36.3,30.4,21.6,35.7,48.3,33.1,35.6,18.9,24.1,6.6,14.9
2019:Q3,Next40,29,30.9,43.2,42.1,11.2,42.9,13.2,29.9,43.9,48.7,35.4,27.3
2019:Q3,Bottom50,1.7,5.6,11.8,23.3,0.6,2.9,1.6,4,32,22.2,56.4,33.4
2019:Q4,Top1,30.8,27.6,14.5,12.9,52.7,5.6,52.7,30.6,5.1,5,1.4,23.1
2019:Q4,Next9,38.7,36.3,30.3,21.8,35.6,48.5,32.2,35.6,19,24.2,6.7,15.8
2019:Q4,Next40,28.7,30.6,43.1,41.9,11.1,42.9,13.5,29.9,43.8,48.6,35.6,27.6
2019:Q4,Bottom50,1.8,5.5,12,23.4,0.6,2.9,1.5,4,32.1,22.2,56.3,33.6
2020:Q1,Top1,29.6,26.4,14.5,12.5,51.6,5.9,52.8,31.1,5.1,5,1.6,21.1
2020:Q1,Next9,38.7,36.1,30.2,21.7,36.1,48.2,32.3,35.4,19.1,24.3,6.6,16.2
2020:Q1,Next40,29.9,31.7,43.3,42.4,11.7,43.1,13.4,29.5,43.8,48.4,35.3,28.8
2020:Q1,Bottom50,1.8,5.8,11.9,23.3,0.6,2.7,1.5,4,32,22.2,56.5,33.9
2020:Q2,Top1,30.4,27.3,14.7,12.7,52.4,5.6,52.9,30.9,5.1,5,1.6,21.7
2020:Q2,Next9,38.4,36.1,30,21.9,35.7,48.6,32.1,35.2,19.3,24.6,6.6,15.6
2020:Q2,Next40,29.4,31.2,43.8,42,11.3,43,13.5,29.8,43.6,48.2,35.2,28.8
2020:Q2,Bottom50,1.8,5.5,11.5,23.4,0.6,2.8,1.5,4,31.9,22.2,56.6,33.9
2020:Q3,Top1,30.8,27.7,14.8,12.5,52.8,5.4,53.7,30.6,5,5,1.6,19.1
2020:Q3,Next9,38.2,36,29.9,21.8,35.5,48.8,31.2,35.3,19.8,24.8,6.6,20.3
2020:Q3,Next40,29.2,30.9,44,41.9,11.1,43,13.7,30,43.3,47.9,35.2,26.8
2020:Q3,Bottom50,1.8,5.4,11.4,23.7,0.6,2.9,1.4,4.1,32,22.3,56.6,33.8
2020:Q4,Top1,31.6,28.5,14.7,12.6,53.3,5.1,53.6,30.9,4.8,5,1.5,15.7
2020:Q4,Next9,38,36,29.8,21.9,35.3,49,31.5,35.2,20.2,25,6.6,24.9
2020:Q4,Next40,28.5,30.2,44.1,41.6,10.8,42.9,13.4,29.8,43,47.7,35.3,25.5
2020:Q4,Bottom50,1.8,5.3,11.4,23.9,0.6,2.9,1.4,4.1,32,22.4,56.6,33.9
2021:Q1,Top1,32,28.9,14.8,12.6,53.5,5,54.5,30.7,4.7,5,1.5,13.6
2021:Q1,Next9,37.7,35.8,29.9,21.7,35.1,49.2,30.5,35.2,20.8,25.4,6.5,28.4
2021:Q1,Next40,28.4,30,44.1,41.6,10.7,42.9,13.7,29.9,42.7,47.5,35.2,24.1
2021:Q1,Bottom50,1.9,5.3,11.2,24.1,0.6,3,1.3,4.2,31.8,22.2,56.7,33.9
2021:Q2,Top1,32.3,29.2,14.4,12.6,53.8,4.7,55.5,30.5,4.7,5,1.5,13.1
2021:Q2,Next9,37.6,35.7,30.2,21.4,35,49.4,29.5,35.2,20.8,25.4,6.6,29
2021:Q2,Next40,28,29.6,43.4,41.5,10.5,42.8,13.8,30,42.6,47.3,35.4,24
2021:Q2,Bottom50,2.2,5.5,12,24.5,0.6,3.1,1.2,4.3,31.9,22.4,56.6,33.9
2021:Q3,Top1,32.2,29.1,14,12.4,53.8,4.7,56.4,30.6,4.6,4.9,1.5,13.3
2021:Q3,Next9,37.5,35.7,30.6,21.2,35,49.4,28.8,35,20.7,25.3,6.6,27.8
2021:Q3,Next40,27.8,29.4,42.6,41.6,10.6,42.8,13.6,30,42.6,47.2,35.4,24.9
2021:Q3,Bottom50,2.5,5.8,12.9,24.8,0.6,3.1,1.1,4.3,32.1,22.6,56.6,34
2021:Q4,Top1,32.3,29.2,13.8,12.4,53.9,4.3,56.7,30.7,4.5,4.9,1.4,11.9
2021:Q4,Next9,37.5,35.7,30.7,21.1,35,49.8,28.7,35,20.6,25.2,6.6,26.9
2021:Q4,Next40,27.6,29.3,42.4,41.5,10.5,42.7,13.5,30,42.7,47,35.6,26.9
2021:Q4,Bottom50,2.6,5.9,13.1,25,0.6,3.2,1.1,4.3,32.2,22.9,56.5,34.3
