"0180C3150","totalt ålder",12
"0180C3160","totalt ålder",9
"0180C3170","totalt ålder",7
"0180C3180","totalt ålder",9
"0180C3190","totalt ålder",9
"0180C3200","totalt ålder",8
"0180C3210","totalt ålder",11
"0180C3220","totalt ålder",5
"0180C3230","totalt ålder",4
"0180C3240","totalt ålder",4
"0180C3250","totalt ålder",8
"0180C3260","totalt ålder",23
"0180C3270","totalt ålder",10
"0180C3280","totalt ålder",6
"0180C3290","totalt ålder",10
"0180C3300","totalt ålder",5
"0180C3310","totalt ålder",8
"0180C3320","totalt ålder",12
"0180C3330","totalt ålder",10
"0180C3340","totalt ålder",13
"0180C3350","totalt ålder",4
"0180C3360","totalt ålder",8
"0180C3370","totalt ålder",8
"0180C3380","totalt ålder",11
"0180C3390","totalt ålder",11
"0180C3400","totalt ålder",9
"0180C3410","totalt ålder",5
"0180C3420","totalt ålder",5
"0180C3430","totalt ålder",9
"0180C3440","totalt ålder",8
"0180C3450","totalt ålder",5
"0180C3460","totalt ålder",9
"0180C3470","totalt ålder",11
"0180C3480","totalt ålder",8
"0180C3490","totalt ålder",5
"0180C3500","totalt ålder",9
"0180C3510","totalt ålder",6
"0180C3520","totalt ålder",7
"0180C3530","totalt ålder",8
"0180C3540","totalt ålder",10
"0180C3550","totalt ålder",6
"0180C3560","totalt ålder",7
"0180C3570","totalt ålder",8
"0180C3580","totalt ålder",12
"0180C3590","totalt ålder",5
"0180C3600","totalt ålder",9
"0180C3610","totalt ålder",2
"0180C3620","totalt ålder",10
"0180C3630","totalt ålder",12
"0180C3640","totalt ålder",9
"0180C3650","totalt ålder",8
"0180C3660","totalt ålder",12
"0180C3670","totalt ålder",13
"0180C3680","totalt ålder",4
"0180C3690","totalt ålder",9
"0180C3700","totalt ålder",5
"0180C3710","totalt ålder",8
"0180C3720","totalt ålder",2
"0180C3730","totalt ålder",8
"0180C3740","totalt ålder",8
"0180C3750","totalt ålder",9
"0180C3760","totalt ålder",3
"0180C3770","totalt ålder",10
"0180C3780","totalt ålder",7
"0180C3790","totalt ålder",8
"0180C3800","totalt ålder",6
"0180C3810","totalt ålder",8
"0180C3820","totalt ålder",8
"0180C3830","totalt ålder",4
"0180C3840","totalt ålder",2
"0180C3850","totalt ålder",1
"0180C3860","totalt ålder",8
"0180C3870","totalt ålder",5
"0180C3880","totalt ålder",9
"0180C3890","totalt ålder",11
"0180C3900","totalt ålder",8
"0180C3910","totalt ålder",2
"0180C3920","totalt ålder",10
"0180C3930","totalt ålder",7
"0180C3940","totalt ålder",12
"0180C3950","totalt ålder",8
"0180C3960","totalt ålder",9
"0180C3970","totalt ålder",8
"0180C3980","totalt ålder",7
"0180C3990","totalt ålder",9
"0180C4000","totalt ålder",4
"0180C4010","totalt ålder",7
"0180C4020","totalt ålder",5
"0180C4030","totalt ålder",7
"0180C4040","totalt ålder",9
"0180C4050","totalt ålder",8
"0180C4060","totalt ålder",8
"0180C4070","totalt ålder",9
"0180C4080","totalt ålder",9
"0180C4090","totalt ålder",10
"0180C4100","totalt ålder",7
